"","FT","Census","Segment","Start","End","Segment_Tags","Distance","Date","Observer","Hour","Humidity_Census","Rain_History","Rain_Type","H.picta","H.zeylanica","Humidity_Segment","Weather","Comments","Long_Rain","Observer.S","year","dates","MinAlt","MaxAlt","MedAlt","partition"
"9857","5.LG","6A","6A-03","UB23","HB 14",10,500,"2013-11-11","SY","05:30 AM","moist","4.last_night","3.medium","0","0","2.moist","1.clear","","1-3 jam","SY","2013",NA,200,400,300,"LG.II"
"9858","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2013-04-11","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2013",NA,200,400,300,"LG.II"
"9859","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2016-01-28","SY","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","","","SY","2016",NA,200,400,300,"LG.II"
"9860","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2019-10-27","SY","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","1-3 jam","","SY","2019",NA,200,400,300,"LG.II"
"9861","5.LG","13B","13B-08","GP 58","ML 20",10,500,"2014-01-16","SY","05:35 AM","dry","2.day_before_yesterday","2.drizzle","0","0","1.dry","1.clear","","<1 jam","SY","2014",NA,200,400,300,"UG.I"
"9862","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2019-10-27","SY","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","1-3 jam","","SY","2019",NA,200,400,300,"LG.II"
"9863","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2017-04-14","JK+BB","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","<1 jam","> 1 Obs","2017",NA,200,400,300,"LG.I"
"9864","5.LG","14B","14B-09","UB 30","UB 26",4,200,"2015-05-30","MI","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","1.clear","","<1 jam","MI","2015",NA,200,400,300,"UG.II"
"9865","5.LG","6B","6B-06","HB 04","HB 14",10,500,"2020-05-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2020",NA,200,400,300,"LG.II"
"9866","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2015-08-23","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2015",NA,200,400,300,"LG.I"
"9867","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2013-07-24","MI","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","MI","2013",NA,200,400,300,"LG.II"
"9868","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2018-05-07","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2018",NA,200,400,300,"LG.I"
"9869","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2014-02-21","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2014",NA,200,400,300,"LG.I"
"9870","5.LG","5B","5B-03","GP 36","TL 40",10,500,"2014-02-21","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2014",NA,200,400,300,"LG.I"
"9871","5.LG","6B","6B-07","HB 14","UB 23",10,500,"2013-07-24","MI","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","MI","2013",NA,200,400,300,"LG.II"
"9872","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2013-09-24","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2013",NA,200,400,300,"LG.I"
"9873","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2014-09-22","SY","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","SY","2014",NA,200,400,300,"LG.I"
"9874","5.LG","5A","5A-02","JB 04","JB 11",7,350,"2018-04-03","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","DK","2018",NA,200,400,300,"LG.I"
"9875","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2013-06-25","AB","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","AB","2013",NA,200,400,300,"LG.II"
"9876","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2018-09-26","JK","05:30 AM","wet","3.yesterday","2.drizzle","0","0","2.moist","1.clear","",">3 jam","JK","2018",NA,200,400,300,"LG.I"
"9877","5.LG","6A","6A-06","SI 28","SI 18",10,500,"2013-02-10","MI","05:30 AM","moist","4.last_night","2.drizzle","0","1","2.moist","1.clear","","<1 jam","MI","2013",NA,200,400,300,"LG.II"
"9878","5.LG","6A","6A-06","SI 28","SI 18",10,500,"2020-06-11","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2020",NA,200,400,300,"LG.II"
"9879","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2014-04-28","SY","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","SY","2014",NA,200,400,300,"LG.II"
"9880","5.LG","5B","5B-04","TL 40","TL 30",10,500,"2018-11-22","LD","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","<1 jam","LD","2018",NA,200,400,300,"LG.I"
"9881","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2016-07-27","JK","05:30 AM","wet","4.last_night","4.heavy","0","1","3.wet","5.cloudy","",">1 jam","JK","2016",NA,200,400,300,"LG.II"
"9882","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2013-09-12","SY","05:30 AM","wet","5.raining","2.drizzle","0","0","3.wet","5.cloudy","","<1 jam","SY","2013",NA,200,400,300,"LG.II"
"9883","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2016-07-27","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","1.clear","",">1 jam","JK","2016",NA,200,400,300,"LG.II"
"9884","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2013-09-12","SY","05:30 AM","wet","5.raining","2.drizzle","0","0","3.wet","1.clear","","<1 jam","SY","2013",NA,200,400,300,"LG.II"
"9885","5.LG","5A","5A-09","GP 26","GP 20",6,300,"2014-01-07","SY","05:30 AM","wet","2.day_before_yesterday","4.heavy","0","0","3.wet","5.cloudy","","3-5 jam","SY","2014",NA,200,400,300,"LG.I"
"9886","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2018-07-01","LD","05:30 AM","wet","3.yesterday","2.drizzle","0","0","2.moist","5.cloudy","","1-3 jam","LD","2018",NA,200,400,300,"LG.I"
"9887","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2012-12-22","AB/MI","05:30 AM","wet","4.last_night","2.drizzle","6","1","3.wet","6.drizzle","jalan census dua orang tapi saya hanya menghitung satu orang yg berada di depan saja","1-3 jam","> 1 Obs","2012",NA,200,400,300,"LG.I"
"9888","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2018-07-14","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2018",NA,200,400,300,"LG.II"
"9889","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2013-09-28","SY","05:30 AM","dry","3.yesterday","4.heavy","0","0","1.dry","1.clear","","1-3 jam","SY","2013",NA,200,400,300,"LG.II"
"9890","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2013-04-05","LD","05:30 AM","moist","4.last_night","3.medium","0","0","2.moist","1.clear","","1-3 jam","LD","2013",NA,200,400,300,"UG.I"
"9891","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2017-10-13","SY","05:30 AM","wet","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","SY","2017",NA,200,400,300,"LG.I"
"9892","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2017-05-13","JK","05:30 AM","wet","4.last_night","3.medium","5","0","3.wet","1.clear","","1-3 jam","JK","2017",NA,200,400,300,"LG.I"
"9893","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2014-08-11","LD","05:30 AM","moist","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2014",NA,200,400,300,"LG.I"
"9894","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2016-10-28","SY","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","<1 jam","SY","2016",NA,200,400,300,"LG.II"
"9895","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2012-12-12","AB","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","","AB","2012",NA,200,400,300,"LG.II"
"9896","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2016-01-28","SY","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","5.cloudy","","","SY","2016",NA,200,400,300,"LG.II"
"9897","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2020-09-15","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","DK","2020",NA,200,400,300,"LG.II"
"9898","5.LG","6A","6A-04","HB 14","HB 04",10,500,"2020-03-14","JK","05:35 AM","moist","3.yesterday","4.heavy","0","0","1.dry","1.clear","","1-3 jam","JK","2020",NA,200,400,300,"LG.II"
"9899","5.LG","5A","5A-06","TL 30","TL 40",10,500,"2013-02-03","LD","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","5.cloudy","","<1 jam","LD","2013",NA,200,400,300,"LG.I"
"9900","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2019-05-16","LD","05:35 AM","dry","4.last_night","3.medium","0","0","1.dry","5.cloudy","","<1 jam","LD","2019",NA,200,400,300,"LG.II"
"9901","5.LG","5B","5B-03","GP 36","TL 40",10,500,"2020-07-23","JK","05:30 AM","wet","4.last_night","4.heavy","0","0","3.wet","5.cloudy","","<1 jam","JK","2020",NA,200,400,300,"LG.I"
"9902","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2013-11-11","SY","05:30 AM","moist","4.last_night","3.medium","0","0","2.moist","1.clear","","1-3 jam","SY","2013",NA,200,400,300,"LG.II"
"9903","5.LG","5B","5B-03","GP 36","TL 40",10,500,"2013-02-19","AB","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","AB","2013",NA,200,400,300,"LG.I"
"9904","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2015-02-11","LD","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","3.fog","","3-5 jam","LD","2015",NA,200,400,300,"LG.II"
"9905","5.LG","5B","5B-05","TL 30","TL 20",10,500,"2013-02-19","AB","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","AB","2013",NA,200,400,300,"LG.I"
"9906","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2013-10-28","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","1.clear","","<1 jam","LD","2013",NA,200,400,300,"LG.I"
"9907","5.LG","5A","5A-09","GP 26","GP 20",6,300,"2020-06-07","DK","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","1.clear","","","DK","2020",NA,200,400,300,"LG.I"
"9908","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2014-09-12","MI","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","MI","2014",NA,200,400,300,"LG.II"
"9909","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2019-05-01","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2019",NA,200,400,300,"LG.II"
"9910","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2019-05-01","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2019",NA,200,400,300,"LG.II"
"9911","5.LG","5A","5A-06","TL 30","TL 40",10,500,"2018-05-07","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2018",NA,200,400,300,"LG.I"
"9912","5.LG","6B","6B-07","HB 14","UB 23",10,500,"2016-08-22","MI + UNTAN","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","> 1 Obs","2016",NA,200,400,300,"LG.II"
"9913","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2013-01-05","MI","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","1.clear","","< 1jam","MI","2013",NA,200,400,300,"UG.I"
"9914","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2013-06-25","AB","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","AB","2013",NA,200,400,300,"LG.II"
"9915","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2019-05-01","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2019",NA,200,400,300,"LG.II"
"9916","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2014-04-28","SY","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","1-3 jam","SY","2014",NA,200,400,300,"LG.II"
"9917","5.LG","6B","6B-06","HB 04","HB 14",10,500,"2015-11-26","JK","05:30 AM","moist","2.day_before_yesterday","2.drizzle","0","0","2.moist","1.clear","","","JK","2015",NA,200,400,300,"LG.II"
"9918","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2014-06-10","LD","05:30 AM","moist","2.day_before_yesterday","3.medium","0","0","2.moist","1.clear","","<1 jam","LD","2014",NA,200,400,300,"LG.I"
"9919","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2012-11-20","AB","05:30 AM","moist","2.day_before_yesterday","4.heavy","0","0","3.wet","6.drizzle","","","AB","2012",NA,200,400,300,"LG.II"
"9920","5.LG","5A","5A-02","JB 04","JB 11",7,350,"2020-03-11","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","DK","2020",NA,200,400,300,"LG.I"
"9921","5.LG","6A","6A-04","HB 14","HB 04",10,500,"2020-01-12","DK","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","",">1 jam","DK","2020",NA,200,400,300,"LG.II"
"9922","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2018-08-18","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2018",NA,200,400,300,"LG.II"
"9923","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2013-06-25","AB","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","AB","2013",NA,200,400,300,"LG.II"
"9924","5.LG","14B","14B-10","UB 30","UB 26",4,200,"2019-07-30","DK+Andrew+Roby_AD","05:35 AM","dry","1.over_48_hours","1.no_rain","0","1","1.dry","1.clear","","","> 1 Obs","2019",NA,200,400,300,"LG.II"
"9925","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2016-05-05","LD","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","< 1 jam","LD","2016",NA,200,400,300,"UG.I"
"9926","5.LG","13B","13B-08","GP 58","ML 20",10,500,"2016-10-24","MI","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","MI","2016",NA,200,400,300,"UG.I"
"9927","5.LG","13B","13B-08","GP 58","ML 20",10,500,"2013-12-17","LD","05:35 AM","moist","1.over_48_hours","1.no_rain","0","0","2.moist","1.clear","","","LD","2013",NA,200,400,300,"UG.I"
"9928","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2015-09-12","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","3.fog","","","SY","2015",NA,200,400,300,"LG.I"
"9929","5.LG","6B","6B-04","SI 18","SI 28",10,500,"2013-01-23","MI","05:30 AM","wet","4.last_night","4.heavy","0","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,200,400,300,"LG.II"
"9930","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2019-09-11","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","3.fog","","","DK","2019",NA,200,400,300,"LG.I"
"9931","5.LG","5A","5A-08","GP 36","GP 26",10,500,"2019-09-11","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","3.fog","","","DK","2019",NA,200,400,300,"LG.I"
"9932","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2016-12-06","SY","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","","<1 jam","SY","2016",NA,200,400,300,"UG.I"
"9933","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2013-01-23","MI","05:30 AM","wet","4.last_night","4.heavy","1","0","2.moist","1.clear","","1-3 jam","MI","2013",NA,200,400,300,"LG.II"
"9934","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2020-09-15","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","DK","2020",NA,200,400,300,"LG.II"
"9935","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2019-09-12","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2019",NA,200,400,300,"LG.II"
"9936","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2017-06-17","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"LG.II"
"9937","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2012-12-25","AB","05:30 AM","moist","3.yesterday","4.heavy","0","0","2.moist","5.cloudy","","1jam","AB","2012",NA,200,400,300,"LG.II"
"9938","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2013-03-04","MI","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","","< 1jam","MI","2013",NA,200,400,300,"UG.I"
"9939","5.LG","5A","5A-02","JB 04","JB 11",7,350,"2020-01-10","SY","05:30 AM","wet","4.last_night","3.medium","0","0","3.wet","3.fog","",">1 jam","SY","2020",NA,200,400,300,"LG.I"
"9940","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2013-08-28","MI","05:30 AM","dry","3.yesterday","2.drizzle","0","0","1.dry","5.cloudy","","<1 jam","MI","2013",NA,200,400,300,"LG.II"
"9941","5.LG","6B","6B-06","HB 04","HB 14",10,500,"2013-08-28","MI","05:30 AM","dry","3.yesterday","2.drizzle","0","0","3.wet","6.drizzle","","<1 jam","MI","2013",NA,200,400,300,"LG.II"
"9942","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2020-05-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2020",NA,200,400,300,"LG.II"
"9943","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2020-05-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2020",NA,200,400,300,"LG.II"
"9944","5.LG","6B","6B-08","UB 23","UB 13",10,500,"2013-08-28","MI","05:30 AM","dry","3.yesterday","2.drizzle","1","0","3.wet","6.drizzle","","<1 jam","MI","2013",NA,200,400,300,"LG.II"
"9945","5.LG","6B","6B-05","DP 7","HB 04",10,500,"2020-05-07","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2020",NA,200,400,300,"LG.II"
"9946","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2015-12-26","LD","05:30 AM","dry","4.last_night","2.drizzle","0","0","1.dry","1.clear","","","LD","2015",NA,200,400,300,"LG.II"
"9947","5.LG","6A","6A-03","UB23","HB 14",10,500,"2014-04-07","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","1.clear","","5-7 jam","SY","2014",NA,200,400,300,"LG.II"
"9948","5.LG","14A","14A-01","UB 26","UB 30",4,200,"2015-07-04","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2015",NA,200,400,300,"LG.II"
"9949","5.LG","13A","13A-01","ML 20","GP 58",10,500,"2017-07-09","LD","05:30 AM","moist","4.last_night","2.drizzle","1","0","2.moist","5.cloudy","","<1 jam","LD","2017",NA,200,400,300,"UG.I"
"9950","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2013-10-28","LD","05:30 AM","wet","3.yesterday","3.medium","4","0","3.wet","1.clear","","<1 jam","LD","2013",NA,200,400,300,"LG.I"
"9951","5.LG","6B","6B-04","SI 18","SI 28",10,500,"2019-05-01","JK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2019",NA,200,400,300,"LG.II"
"9952","5.LG","5B","5B-05","TL 30","TL 20",10,500,"2016-02-23","LD","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","","LD","2016",NA,200,400,300,"LG.I"
"9953","5.LG","6A","6A-03","UB23","HB 14",10,500,"2014-03-15","LD","05:30 AM","wet","5.raining","2.drizzle","0","0","3.wet","6.drizzle","","","LD","2014",NA,200,400,300,"LG.II"
"9954","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2019-08-07","JK","05:35 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","JK","2019",NA,200,400,300,"LG.I"
"9955","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2020-09-04","LD","05:30 AM","moist","3.yesterday","3.medium","1","0","2.moist","1.clear","",">1 jam","LD","2020",NA,200,400,300,"LG.I"
"9956","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2012-11-20","AB","05:30 AM","moist","2.day_before_yesterday","4.heavy","0","0","2.moist","7.rain","","","AB","2012",NA,200,400,300,"LG.II"
"9957","5.LG","5B","5B-02","GP 26","GP 36",10,500,"2018-11-22","LD","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","<1 jam","LD","2018",NA,200,400,300,"LG.I"
"9958","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2017-07-16","JK","05:30 AM","wet","4.last_night","2.drizzle","8","0","3.wet","5.cloudy","","<1 jam","JK","2017",NA,200,400,300,"LG.I"
"9959","5.LG","6A","6A-03","UB23","HB 14",10,500,"2013-05-15","AB","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","5.cloudy","","< 1jam","AB","2013",NA,200,400,300,"LG.II"
"9960","5.LG","6B","6B-06","HB 04","HB 14",10,500,"2016-03-27","LD","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","","","LD","2016",NA,200,400,300,"LG.II"
"9961","5.LG","5B","5B-08","JB 11","JB 05",7,350,"2014-02-21","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2014",NA,200,400,300,"LG.I"
"9962","5.LG","6B","6B-02","SI 5","SI 08",3,150,"2013-10-30","LD","05:30 AM","wet","3.yesterday","3.medium","0","0","3.wet","6.drizzle","","<1 jam","LD","2013",NA,200,400,300,"LG.II"
"9963","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2013-05-15","AB","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","< 1jam","AB","2013",NA,200,400,300,"LG.II"
"9964","5.LG","5A","5A-09","GP 26","GP 20",6,300,"2017-12-08","SY","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","SY","2017",NA,200,400,300,"LG.I"
"9965","5.LG","6A","6A-06","SI 28","SI 18",10,500,"2014-02-12","MI","05:30 AM","dry","2.day_before_yesterday","3.medium","0","0","1.dry","1.clear","","<1 jam","MI","2014",NA,200,400,300,"LG.II"
"9966","5.LG","6B","6B-03","SI 08","SI 18",10,500,"2013-05-27","LD","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","3.fog","","1-3 jam","LD","2013",NA,200,400,300,"LG.II"
"9967","5.LG","5A","5A-07","TL 40","GP 36",10,500,"2020-08-15","SY","05:35 AM","wet","5.raining","2.drizzle","0","0","3.wet","5.cloudy","","<1 jam","SY","2020",NA,200,400,300,"LG.I"
"9968","5.LG","6B","6B-04","SI 18","SI 28",10,500,"2015-05-27","SY/MK","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","<1 jam","> 1 Obs","2015",NA,200,400,300,"LG.II"
"9969","5.LG","5A","5A-05","TL 20","TL 30",10,500,"2015-02-07","LD","05:30 AM","wet/moist","4.last_night","4.heavy","0","0","2.moist","1.clear","","<7 jam","LD","2015",NA,200,400,300,"LG.I"
"9970","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2014-08-31","MI","05:30 AM","moist","2.day_before_yesterday","2.drizzle","2","0","1.dry","1.clear","","<1 jam","MI","2014",NA,200,400,300,"LG.I"
"9971","5.LG","5A","5A-08","GP 36","GP 26",10,500,"2013-07-04","SM","05:30 AM","wet","4.last_night","2.drizzle","0","0","2.moist","1.clear","","3-5 jam","SM","2013",NA,200,400,300,"LG.I"
"9972","5.LG","11A","11A-04","JB 04","JB 07",3,150,"2013-01-12","AB","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","< 1jam","AB","2013",NA,200,400,300,"LG.I"
"9973","5.LG","5B","5B-04","TL 40","TL 30",10,500,"2020-08-21","LD","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","LD","2020",NA,200,400,300,"LG.I"
"9974","5.LG","13B","13B-08","GP 58","ML 20",10,500,"2019-01-22","DK","05:30 AM","moist","4.last_night","4.heavy","0","0","2.moist","5.cloudy","",">1 jam","DK","2019",NA,200,400,300,"UG.I"
"9975","5.LG","5A","5A-06","TL 30","TL 40",10,500,"2014-04-03","MI","05:30 AM","moist","4.last_night","2.drizzle","0","0","2.moist","1.clear","","<1 jam","MI","2014",NA,200,400,300,"LG.I"
"9976","5.LG","6A","6A-07","SI 18","SI 08",10,500,"2020-09-15","DK","05:30 AM","dry","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","DK","2020",NA,200,400,300,"LG.II"
"9977","5.LG","6A","6A-05","HB 04","DP 7",10,500,"2015-03-13","SY","05:30 AM","moist","4.last_night","4.heavy","0","0","2.moist","1.clear","","1-3 jam","SY","2015",NA,200,400,300,"LG.II"
"9978","5.LG","6A","6A-02","UB 13","UB 23",10,500,"2014-10-15","LD","05:30 AM","moist","4.last_night","3.medium","0","0","3.wet","3.fog","","1-3 jam","LD","2014",NA,200,400,300,"LG.II"
"9979","5.LG","13B","13B-08","GP 58","ML 20",10,500,"2017-05-19","LD","05:30 AM","moist","3.yesterday","3.medium","0","0","2.moist","1.clear","",">1 jam","LD","2017",NA,200,400,300,"UG.I"
"9980","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2018-01-27","DK","05:30 AM","moist","1.over_48_hours","1.no_rain","0","0","1.dry","1.clear","","","DK","2018",NA,200,400,300,"LG.I"
"9981","5.LG","14B","14B-09","UB 30","UB 26",4,200,"2018-02-27","LD","05:30 AM","moist","3.yesterday","2.drizzle","0","0","2.moist","1.clear","","1-3 jam","LD","2018",NA,200,400,300,"UG.II"
"9982","5.LG","11B","11B-05","JB 07","JB 04",3,150,"2020-09-28","JK","05:40 AM","wet","3.yesterday","3.medium","0","2","3.wet","1.clear","","1-3 jam","JK","2020",NA,200,400,300,"LG.I"
"9983","5.LG","6A","6A-08","SI 08","SI 05",3,150,"2015-12-13","SY","05:30 AM","wet","4.last_night","2.drizzle","0","0","3.wet","1.clear","","","SY","2015",NA,200,400,300,"LG.II"
"9984","5.LG","14B","14B-09","UB 30","UB 26",4,200,"2017-03-01","MI","05:30 AM","moist","4.last_night","3.medium","0","0","2.moist","1.clear","","1-3 jam","MI","2017",NA,200,400,300,"UG.II"
